Timestamp,GPS_Latitude,GPS_Longitude,Lightning Distance,Lightning Intensity
1577875377,30.5742,-96.297,63,0
1577875389,30.5742,-96.297,63,516103
1577875403,30.5742,-96.297,63,0
1577875408,30.5742,-96.297,63,0
1577875415,30.5742,-96.297,63,0
1577875424,30.5742,-96.297,63,516118
1577875424,30.5742,-96.297,63,0
1577875429,30.5742,-96.297,63,0
1577875429,30.5742,-96.297,63,0
1577875434,30.5742,-96.297,63,516580
1577875434,30.5742,-96.297,63,0
1577875436,30.5742,-96.297,63,0
1577875436,30.5742,-96.297,63,0
1577875451,30.5742,-96.297,63,0
1577875458,30.5742,-96.297,63,0
1577875459,30.5742,-96.297,63,0
1577875459,30.5742,-96.297,63,0
1577875459,30.5742,-96.297,63,0
1577875463,30.5742,-96.297,63,0
1577875478,30.5742,-96.297,63,0
1577875480,30.5742,-96.297,63,516394
1577875494,30.5742,-96.297,63,0
1577875508,30.5742,-96.297,63,0
1577875514,30.5742,-96.297,63,0
1577875514,30.5742,-96.297,63,0
1577875514,30.5742,-96.297,63,516312
1577875515,30.5742,-96.297,63,516561
1577875526,30.5742,-96.297,63,0
1577875532,30.5742,-96.297,63,0
1577875537,30.5742,-96.297,63,516197
1577875539,30.5742,-96.297,63,0
1577875539,30.5742,-96.297,63,0
1577875540,30.5742,-96.297,63,0
1577875553,30.5742,-96.297,63,0
1577875556,30.5742,-96.297,63,0
1577875556,30.5742,-96.297,63,0
1577875556,30.5742,-96.297,63,0
1577875557,30.5742,-96.297,63,0
1577875560,30.5742,-96.297,63,0
1577875564,30.5742,-96.297,63,0
1577875565,30.5742,-96.297,63,516113
1577875565,30.5742,-96.297,63,0
1577875565,30.5742,-96.297,63,0
1577875565,30.5742,-96.297,63,0
1577875580,30.5742,-96.297,63,0
1577875596,30.5742,-96.297,63,0
1577875597,30.5742,-96.297,63,0
1577875597,30.5742,-96.297,63,516174
1577875598,30.5742,-96.297,63,0
1577875603,30.5742,-96.297,63,0
1577875603,30.5742,-96.297,63,516097
1577875604,30.5742,-96.297,63,516252
1577875607,30.5742,-96.297,63,0
1577875607,30.5742,-96.297,63,516145
1577875608,30.5742,-96.297,63,0
1577875608,30.5742,-96.297,63,0
1577875622,30.5742,-96.297,63,0
1577875625,30.5742,-96.297,63,0
1577875625,30.5742,-96.297,63,0
1577875628,30.5742,-96.297,63,0
1577875637,30.5742,-96.297,63,0
1577875637,30.5742,-96.297,63,516103
1577875643,30.5742,-96.297,63,0
1577875643,30.5742,-96.297,63,0
1577875644,30.5742,-96.297,63,516306
1577875644,30.5742,-96.297,63,516146
1577875648,30.5742,-96.297,63,0
1577875652,30.5742,-96.297,63,0
1577875661,30.5742,-96.297,63,0
1577875664,30.5742,-96.297,63,0
1577875667,30.5742,-96.297,63,0
1577875671,30.5742,-96.297,63,516125
1577875690,30.5742,-96.297,63,0
1577875690,30.5742,-96.297,63,0
1577875690,30.5742,-96.297,63,0
1577875690,30.5742,-96.297,63,0
1577875692,30.5742,-96.297,63,0
1577875698,30.5742,-96.297,63,0
1577875708,30.5742,-96.297,63,0
1577875709,30.5742,-96.297,63,0
1577875712,30.5742,-96.297,63,0
1577875721,30.5742,-96.297,63,516099
1577875721,30.5742,-96.297,63,516255
1577875727,30.5742,-96.297,63,0
1577875743,30.5742,-96.297,63,0
1577875744,30.5742,-96.297,63,0
1577875756,30.5742,-96.297,63,0
1577875761,30.5742,-96.297,63,0
1577875766,30.5742,-96.297,63,0
1577875766,30.5742,-96.297,63,0
1577875766,30.5742,-96.297,63,0
1577875766,30.5742,-96.297,63,0
1577875771,30.5742,-96.297,63,0
1577875797,30.5742,-96.297,63,0
1577875802,30.5742,-96.297,63,0
1577875802,30.5742,-96.297,63,0
1577875802,30.5742,-96.297,63,516280
1577875802,30.5742,-96.297,63,0
1577875821,30.5742,-96.297,63,0
1577875838,30.5742,-96.297,63,0
1577875839,30.5742,-96.297,63,0
1577875839,30.5742,-96.297,63,0
1577875848,30.5742,-96.297,63,0
1577875857,30.5742,-96.297,63,0
1577875858,30.5742,-96.297,63,0
1577875858,30.5742,-96.297,63,0
1577875859,30.5742,-96.297,63,516761
1577875862,30.5742,-96.297,63,0
1577875877,30.5742,-96.297,63,0
1577875884,30.5742,-96.297,63,0
1577875887,30.5742,-96.297,63,0
1577875888,30.5742,-96.297,63,0
1577875905,30.5742,-96.297,63,516136
1577875908,30.5742,-96.297,63,0
1577875909,30.5742,-96.297,63,0
1577875909,30.5742,-96.297,63,0
1577875920,30.5742,-96.297,63,0
1577875925,30.5742,-96.297,63,516570
1577875944,30.5742,-96.297,63,0
1577875944,30.5742,-96.297,63,0
1577875944,30.5742,-96.297,63,0
1577875954,30.5742,-96.297,63,516141
1577875955,30.5742,-96.297,63,0
1577875955,30.5742,-96.297,63,516260
1577875955,30.5742,-96.297,63,0
1577875971,30.5742,-96.297,63,0
1577875973,30.5742,-96.297,63,0
1577875976,30.5742,-96.297,63,0
1577875977,30.5742,-96.297,63,0
1577875987,30.5742,-96.297,63,0
1577875988,30.5742,-96.297,63,0
1577875999,30.5742,-96.297,63,0
1577876003,30.5742,-96.297,63,0
1577876028,30.5742,-96.297,63,0
1577876028,30.5742,-96.297,63,0
1577876028,30.5742,-96.297,63,0
1577876028,30.5742,-96.297,63,516124
1577876062,30.5742,-96.297,63,0
1577876063,30.5742,-96.297,63,0
1577876072,30.5742,-96.297,63,0
1577876072,30.5742,-96.297,63,0
1577876072,30.5742,-96.297,63,0
1577876073,30.5742,-96.297,63,0
1577876086,30.5742,-96.297,63,0
1577876086,30.5742,-96.297,63,0
1577876087,30.5742,-96.297,63,0
1577876089,30.5742,-96.297,63,0
1577876105,30.5742,-96.297,63,0
1577876120,30.5742,-96.297,63,0
1577876123,30.5742,-96.297,63,0
1577876135,30.5742,-96.297,63,0
1577876142,30.5742,-96.297,63,0
1577876152,30.5742,-96.297,63,516324
1577876157,30.5742,-96.297,63,516250
1577876164,30.5742,-96.297,63,0
1577876165,30.5742,-96.297,63,0
1577876182,30.5742,-96.297,63,0
1577876182,30.5742,-96.297,63,516108
1577876184,30.5742,-96.297,63,0
1577876189,30.5742,-96.297,63,0
1577876189,30.5742,-96.297,63,0
1577876190,30.5742,-96.297,63,0
1577876198,30.5742,-96.297,63,516148
1577876202,30.5742,-96.297,63,0
1577876210,30.5742,-96.297,63,0
1577876215,30.5742,-96.297,63,0
1577876216,30.5742,-96.297,63,0
1577876231,30.5742,-96.297,63,0
1577876237,30.5742,-96.297,63,0
1577876238,30.5742,-96.297,63,0
1577876239,30.5742,-96.297,63,0
1577876257,30.5742,-96.297,63,516226
1577876263,30.5742,-96.297,63,516365
1577876264,30.5742,-96.297,63,0
1577876270,30.5742,-96.297,63,0
1577876270,30.5742,-96.297,63,0
1577876274,30.5742,-96.297,63,0
1577876292,30.5742,-96.297,63,0
1577876292,30.5742,-96.297,63,516134
1577876297,30.5742,-96.297,63,0
1577876305,30.5742,-96.297,63,0
1577876306,30.5742,-96.297,63,0
1577876309,30.5742,-96.297,63,0
1577876309,30.5742,-96.297,63,0
1577876315,30.5742,-96.297,63,0
1577876332,30.5742,-96.297,63,0
1577876332,30.5742,-96.297,63,0
1577876333,30.5742,-96.297,63,516257
1577876333,30.5742,-96.297,63,0
1577876344,30.5742,-96.297,63,0
1577876356,30.5742,-96.297,63,0
1577876366,30.5742,-96.297,63,0
1577876366,30.5742,-96.297,63,0
1577876366,30.5742,-96.297,63,0
1577876366,30.5742,-96.297,63,0
1577876367,30.5742,-96.297,63,0
1577876376,30.5742,-96.297,63,0
1577876382,30.5742,-96.297,63,516160
1577876397,30.5742,-96.297,63,0
1577876409,30.5742,-96.297,63,516184
1577876409,30.5742,-96.297,63,0
1577876409,30.5742,-96.297,63,0
1577876410,30.5742,-96.297,63,0
1577876410,30.5742,-96.297,63,0
1577876437,30.5742,-96.297,63,516397
1577876442,30.5742,-96.297,63,0
1577876442,30.5742,-96.297,63,0
1577876446,30.5742,-96.297,63,0
1577876468,30.5742,-96.297,63,0
1577876468,30.5742,-96.297,63,0
1577876468,30.5742,-96.297,63,0
1577876502,30.5742,-96.297,63,0
1577876502,30.5742,-96.297,63,0
1577876519,30.5742,-96.297,63,0
1577876519,30.5742,-96.297,63,0
1577876519,30.5742,-96.297,63,0
1577876541,30.5742,-96.297,63,0
1577876557,30.5742,-96.297,63,0
1577876557,30.5742,-96.297,63,0
1577876558,30.5742,-96.297,63,516391
1577876600,30.5742,-96.297,63,0
1577876600,30.5742,-96.297,63,0
1577876601,30.5742,-96.297,63,0
1577876601,30.5742,-96.297,63,0
1577876606,30.5742,-96.297,63,0
1577876607,30.5742,-96.297,63,0
1577876616,30.5742,-96.297,63,0
1577876620,30.5742,-96.297,63,0
1577876620,30.5742,-96.297,63,0
1577876647,30.5742,-96.297,63,0
1577876655,30.5742,-96.297,63,0
1577876679,30.5742,-96.297,63,0
1577876679,30.5742,-96.297,63,516138
1577876686,30.5742,-96.297,63,0
1577876698,30.5742,-96.297,63,0
1577876716,30.5742,-96.297,63,0
1577876716,30.5742,-96.297,63,0
1577876716,30.5742,-96.297,63,0
1577876722,30.5742,-96.297,63,0
1577876747,30.5742,-96.297,63,0
1577876747,30.5742,-96.297,63,0
1577876747,30.5742,-96.297,63,0
1577876748,30.5742,-96.297,63,0
1577876752,30.5742,-96.297,63,0
1577876752,30.5742,-96.297,63,516260
1577876769,30.5742,-96.297,63,0
1577876786,30.5742,-96.297,63,0
1577876786,30.5742,-96.297,63,516258
1577876786,30.5742,-96.297,63,0
1577876786,30.5742,-96.297,63,0
1577876786,30.5742,-96.297,63,0
1577876787,30.5742,-96.297,63,516188
1577876812,30.5742,-96.297,63,0
1577876826,30.5742,-96.297,63,0
1577876838,30.5742,-96.297,63,516218
1577876846,30.5742,-96.297,63,0
1577876847,30.5742,-96.297,63,0
1577876871,30.5742,-96.297,63,0
1577876871,30.5742,-96.297,63,0
1577876871,30.5742,-96.297,63,0
1577876887,30.5742,-96.297,63,516180
1577876887,30.5742,-96.297,63,0
1577876901,30.5742,-96.297,63,0
1577876920,30.5742,-96.297,63,0
1577876920,30.5742,-96.297,63,0
1577876946,30.5742,-96.297,63,0
1577876946,30.5742,-96.297,63,0
1577876972,30.5742,-96.297,63,0
1577876986,30.5742,-96.297,63,0
1577877025,30.5742,-96.297,63,0
1577877036,30.5742,-96.297,63,0
1577877060,30.5742,-96.297,63,0
1577877123,30.5742,-96.297,63,0
1577877146,30.5742,-96.297,63,0
1577877221,30.5742,-96.297,63,0
1577877221,30.5742,-96.297,63,516161
1577877237,30.5742,-96.297,63,0
1577877282,30.5742,-96.297,63,0
1577877301,30.5742,-96.297,63,0
1577877364,30.5742,-96.297,63,0
1577877396,30.5742,-96.297,63,0
1577877396,30.5742,-96.297,63,0
1577877396,30.5742,-96.297,63,516225
1577877396,30.5742,-96.297,63,516161
1577877434,30.5742,-96.297,63,0
1577877502,30.5742,-96.297,63,0
1577877645,30.5742,-96.297,63,0
1577877809,30.5742,-96.297,63,0
1577877809,30.5742,-96.297,63,0
1577877873,30.5742,-96.297,63,0
1577878164,30.5742,-96.297,63,0
1577878165,30.5742,-96.297,63,0
1577878165,30.5742,-96.297,63,516102
1577878165,30.5742,-96.297,63,516159
1577878708,30.5742,-96.297,63,0
1577878708,30.5742,-96.297,63,0
1577878709,30.5742,-96.297,63,0
1577878873,30.5742,-96.297,63,0
1577878873,30.5742,-96.297,63,0
1577878873,30.5742,-96.297,63,0
1577879104,30.5742,-96.297,63,0
1577879104,30.5742,-96.297,63,0
1577879381,30.5742,-96.297,63,0
